channelN,session,sessionName,channelNames,cortexFlag,site,sitelabel,laminarFlag,depth,monkeyFlag,monkeyName,fixation_power_canceled,fixation_power_nostop,stopSignal_power_canceled,stopSignal_power_nostop,ssrt_power_canceled,ssrt_power_nostop,laminar,upper_lower
20,21,xensef20120423b-final,AD36,1,2,p2,1,15,1,Xena,0.0578492394173505,0.114658308839954,0.204074200822638,0.0789829371809773,0.130684337342293,0.0881648633612353,L6,Lower
21,21,xensef20120423b-final,AD37,1,2,p2,1,16,1,Xena,0.0103511598784403,0.2360067750868,0.133794112305714,0.0403935406337293,0.07861765047877,0.0553268824965113,L6,Lower
22,21,xensef20120423b-final,AD38,1,2,p2,1,17,1,Xena,0.0849447504652768,0.110725580014628,0.164090555180072,0.0489576075757185,0.158912989490777,0.0595066848965794,L6,Lower
8,22,xensef20120424c-final,AD24,1,2,p2,1,1,1,Xena,0.0214159987574375,0.0718197974811361,0.0860998486954657,0.0432727150204428,0.119532364920664,0.0387187532005109,L2,Upper
9,22,xensef20120424c-final,AD25,1,2,p2,1,2,1,Xena,0.0184635362385054,0.0889685546425641,0.0409355601965927,0.0349829018468681,0.203451434842416,0.0556344261191462,L2,Upper
10,22,xensef20120424c-final,AD26,1,2,p2,1,3,1,Xena,0.051971825753743,0.106138740830879,0.178200444502192,0.0948654663607013,0.321505528544253,0.0870896482333744,L2,Upper
11,22,xensef20120424c-final,AD27,1,2,p2,1,4,1,Xena,0.14901438815518,0.186882427291135,0.138492586957867,0.204725988788609,0.418715334575066,0.142332035952001,L2,Upper
12,22,xensef20120424c-final,AD28,1,2,p2,1,5,1,Xena,0.104436576015349,0.227621742958941,0.343992002051675,0.271575704336329,0.22051487061564,0.21727356110513,L3,Upper
13,22,xensef20120424c-final,AD29,1,2,p2,1,6,1,Xena,0.169861158121784,0.278879431324887,0.125474039779052,0.470989125702756,0.179909850860924,0.199767382725956,L3,Upper
14,22,xensef20120424c-final,AD30,1,2,p2,1,7,1,Xena,0.129356836472086,0.303116724380905,0.158557092937251,0.634490898807277,0.264197399761802,0.255238107168385,L3,Upper
15,22,xensef20120424c-final,AD31,1,2,p2,1,8,1,Xena,0.0598083347166272,0.557071710514525,0.15580150805177,0.986787454036646,0.578405527558494,0.38438509171291,L3,Upper
16,22,xensef20120424c-final,AD32,1,2,p2,1,9,1,Xena,0.193511027468375,0.611766761610716,0.296431543762922,0.688627852302457,0.197460618577925,0.311020126636489,L5,Lower
17,22,xensef20120424c-final,AD33,1,2,p2,1,10,1,Xena,0.190490420838581,0.447844102123755,0.242209829683928,0.494079138635879,0.34231571638297,0.418903494809359,L5,Lower
18,22,xensef20120424c-final,AD34,1,2,p2,1,11,1,Xena,0.133733466710906,0.204362886515468,0.296573759609913,0.115987640284088,0.302251090676097,0.301744334854293,L5,Lower
19,22,xensef20120424c-final,AD35,1,2,p2,1,12,1,Xena,0.0800622927052908,0.111269542189445,0.583892416383148,0.0936951987325423,0.235174912611534,0.292710871450134,L5,Lower
20,22,xensef20120424c-final,AD36,1,2,p2,1,13,1,Xena,0.0476177235429219,0.107698695626744,1.03322656741431,0.100341453474083,0.174912378343725,0.360215272566548,L6,Lower
21,22,xensef20120424c-final,AD37,1,2,p2,1,14,1,Xena,0.040052440915302,0.130602789913278,0.934123319897446,0.077480874607328,0.0395806658746502,0.465965949173742,L6,Lower
22,22,xensef20120424c-final,AD38,1,2,p2,1,15,1,Xena,0.0441152802479637,0.159915798989225,0.960395246692151,0.131298842924888,0.0943648781540518,0.325129197446601,L6,Lower
23,22,xensef20120424c-final,AD39,1,2,p2,1,16,1,Xena,0.0700503992145468,0.165303444636725,0.79809534717766,0.150842546958556,0.070779551733183,0.362136366598629,L6,Lower
24,22,xensef20120424c-final,AD40,1,2,p2,1,17,1,Xena,0.0573229805746366,0.183321046972495,0.587293357748789,0.199850958690127,0.0788000026511051,0.16738816186286,L6,Lower
12,23,xensef20120425c-final,AD28,1,2,p2,1,1,1,Xena,0.0389493844142903,0.154383256358922,0.300528964278554,0.0252717687436655,0.0506699203009487,0.267171447338456,L2,Upper
13,23,xensef20120425c-final,AD29,1,2,p2,1,2,1,Xena,0.218339932552767,0.221881601804218,0.141084095125841,0.360473945983631,0.0205658558583575,0.805042450627581,L2,Upper
14,23,xensef20120425c-final,AD30,1,2,p2,1,3,1,Xena,0.683448007034977,0.266275639481876,0.0525057565598451,0.463483506456504,0.0163865231504609,0.513563350432141,L2,Upper
15,23,xensef20120425c-final,AD31,1,2,p2,1,4,1,Xena,0.813443062385695,0.186168060640314,0.118705744811114,0.225537105498519,0.0557930901548652,0.468537019497376,L2,Upper
16,23,xensef20120425c-final,AD32,1,2,p2,1,5,1,Xena,1.07182138042756,0.152843095860285,0.0967721052060646,0.160157102179124,0.0857410584854122,0.222913212839096,L3,Upper
17,23,xensef20120425c-final,AD33,1,2,p2,1,6,1,Xena,0.758642214342092,0.170054596015682,0.222218971753517,0.218284917534509,0.480118115620756,0.169899499995959,L3,Upper
18,23,xensef20120425c-final,AD34,1,2,p2,1,7,1,Xena,0.344249278609185,0.162581704201085,0.393422781218643,0.311264614262823,0.644308965694672,0.189127954062425,L3,Upper
19,23,xensef20120425c-final,AD35,1,2,p2,1,8,1,Xena,0.476356342641158,0.182821123567693,0.438732223376911,0.168502640604637,0.515171514028771,0.147440003199849,L3,Upper
20,23,xensef20120425c-final,AD36,1,2,p2,1,9,1,Xena,0.570849048027961,0.147911026074042,0.581387535660049,0.0870695838464529,0.481627798335646,0.421519614202635,L5,Lower
21,23,xensef20120425c-final,AD37,1,2,p2,1,10,1,Xena,0.381999554561823,0.180518252637942,0.589151339127461,0.074834673137364,0.61474647310267,0.467806721296278,L5,Lower
22,23,xensef20120425c-final,AD38,1,2,p2,1,11,1,Xena,0.332540420181585,0.153513240026646,0.629129505642624,0.14308286822708,0.732211012487741,0.734420941675068,L5,Lower
23,23,xensef20120425c-final,AD39,1,2,p2,1,12,1,Xena,0.258650072039236,0.0989968462116664,0.523379884170975,0.10519083298868,0.812225371823742,0.54798411335606,L5,Lower
24,23,xensef20120425c-final,AD40,1,2,p2,1,13,1,Xena,0.280053332301472,0.108351178422841,0.468794681861952,0.130217472200743,0.99827844436897,0.514602120364487,L6,Lower
12,24,xensef20120426c-01,AD28,1,2,p2,1,1,1,Xena,0.364409649372894,0.343430513232717,0.170911182980374,0.160987933459959,0.260305879821555,0.201411956903557,L2,Upper
13,24,xensef20120426c-01,AD29,1,2,p2,1,2,1,Xena,0.606925225495022,0.331294966892797,0.373068239274581,0.120575232800548,0.051081928792228,0.108672425520433,L2,Upper
14,24,xensef20120426c-01,AD30,1,2,p2,1,3,1,Xena,0.892970895761366,0.862061072235702,0.27919629943387,0.069694506339691,0.0405613739158685,0.110484629134077,L2,Upper
15,24,xensef20120426c-01,AD31,1,2,p2,1,4,1,Xena,0.892410174730652,1.42900907540536,0.504818452545382,0.171921687009396,0.288855117611582,0.0635957867779425,L2,Upper
16,24,xensef20120426c-01,AD32,1,2,p2,1,5,1,Xena,0.896194027052835,0.905313096827049,0.233348777601122,0.492974244635557,0.414771498291832,0.191174501657091,L3,Upper
17,24,xensef20120426c-01,AD33,1,2,p2,1,6,1,Xena,1.49709399044201,0.33764175263732,0.204788962499494,0.403115134057137,0.363638892153961,0.490047252419383,L3,Upper
18,24,xensef20120426c-01,AD34,1,2,p2,1,7,1,Xena,0.885516480295077,0.451288294212536,0.227581320244154,0.427640648483858,0.506176401864813,0.669221421885893,L3,Upper
19,24,xensef20120426c-01,AD35,1,2,p2,1,8,1,Xena,0.920877221312675,0.271056937217191,0.219020009230752,0.158052550580635,0.491846288804813,1.34488515757767,L3,Upper
20,24,xensef20120426c-01,AD36,1,2,p2,1,9,1,Xena,0.864769141387399,0.0827556089769448,0.163447441020596,0.234453256100181,0.277547944240764,0.861866912365094,L5,Lower
21,24,xensef20120426c-01,AD37,1,2,p2,1,10,1,Xena,0.636138145899753,0.10843553364345,0.154111162249543,0.245733326111781,0.431217250073043,0.864096970665994,L5,Lower
22,24,xensef20120426c-01,AD38,1,2,p2,1,11,1,Xena,0.576680701855146,0.147199862463344,0.551968960541396,0.476509126563043,0.31988123358904,0.560179787178794,L5,Lower
23,24,xensef20120426c-01,AD39,1,2,p2,1,12,1,Xena,0.583686635263692,0.130460527890268,0.527674270250823,0.300493191189103,0.417941639878146,0.972941505147302,L5,Lower
24,24,xensef20120426c-01,AD40,1,2,p2,1,13,1,Xena,0.382831941702218,0.0862642666475048,0.58299047539545,0.226838638978888,0.625197235513248,0.616417961672772,L6,Lower
10,25,xensef20120427c-01,AD26,1,2,p2,1,1,1,Xena,0.0515597933678633,0.05652293468855,0.0848439800977546,0.04076471094106,0.0106316929073779,0.0387223032828348,L2,Upper
11,25,xensef20120427c-01,AD27,1,2,p2,1,2,1,Xena,0.0816944958151653,0.17335382973211,0.021513437201432,0.0518200817947828,0.113122388236858,0.0753774066059892,L2,Upper
12,25,xensef20120427c-01,AD28,1,2,p2,1,3,1,Xena,0.0331132904672514,0.149102367866186,0.0995437465868323,0.455140157166148,0.0586279414403439,0.228730219908758,L2,Upper
13,25,xensef20120427c-01,AD29,1,2,p2,1,4,1,Xena,0.126350506480084,0.0597924345962102,0.309705793599402,0.91953348877079,0.131169451151913,0.216000620525832,L2,Upper
14,25,xensef20120427c-01,AD30,1,2,p2,1,5,1,Xena,0.213481897101919,0.31254785347167,1.1429060504108,0.489212224529934,0.139295234045091,0.261684673460998,L3,Upper
15,25,xensef20120427c-01,AD31,1,2,p2,1,6,1,Xena,0.305483306816223,0.304494620491749,1.44166220556041,0.120725083217029,0.288703429416864,0.352411866624029,L3,Upper
16,25,xensef20120427c-01,AD32,1,2,p2,1,7,1,Xena,0.696748927172827,0.454576300227511,1.33572595301518,0.484582258602291,0.217702025740171,0.195784145832543,L3,Upper
17,25,xensef20120427c-01,AD33,1,2,p2,1,8,1,Xena,0.58684917607377,0.218271946666623,1.03585281964206,0.297550190246763,0.164699815487264,0.220791049734651,L3,Upper
18,25,xensef20120427c-01,AD34,1,2,p2,1,9,1,Xena,0.652490731275818,0.239145858612311,0.440269157713524,0.348952186164094,0.059529618544541,0.384759448751699,L5,Lower
19,25,xensef20120427c-01,AD35,1,2,p2,1,10,1,Xena,0.562198913393333,0.565467719644576,0.411168646320685,0.247719304193427,0.204371182428346,0.343788128655727,L5,Lower
20,25,xensef20120427c-01,AD36,1,2,p2,1,11,1,Xena,1.02912319609182,0.46661147804419,0.50759008311512,0.0586930654356029,0.199522748709198,0.341661523692699,L5,Lower
21,25,xensef20120427c-01,AD37,1,2,p2,1,12,1,Xena,0.915248275343755,0.285421864765015,0.514835456514003,0.0989548302427784,0.215938903740424,0.386480630317007,L5,Lower
22,25,xensef20120427c-01,AD38,1,2,p2,1,13,1,Xena,0.924796392648255,0.195303913584404,0.600954011639688,0.0761864399116135,0.163899926362067,0.429770357091199,L6,Lower
23,25,xensef20120427c-01,AD39,1,2,p2,1,14,1,Xena,0.71413914610274,0.545574398604775,0.581362335833656,0.092163107165408,0.12087820606804,0.427132903731096,L6,Lower
24,25,xensef20120427c-01,AD40,1,2,p2,1,15,1,Xena,0.716994769116377,0.439992465691465,0.344072360009714,0.113112875173882,0.215541181505855,0.612861211647269,L6,Lower
7,26,xensef20120514d-final,AD23,1,3,p3,1,1,1,Xena,0.0520484114278108,0.0457490781304636,0.604525905214932,0.0861813442985381,0.0597630820753961,0.17390258946368,L2,Upper
8,26,xensef20120514d-final,AD24,1,3,p3,1,2,1,Xena,0.0886771485900144,0.290388345226806,0.48385147936507,0.890751466259853,0.193480637141916,0.370760153522532,L2,Upper
9,26,xensef20120514d-final,AD25,1,3,p3,1,3,1,Xena,0.084752898980516,1.32557446468395,0.549454485445026,0.879162221785811,0.212942753578796,0.54244169515597,L2,Upper
10,26,xensef20120514d-final,AD26,1,3,p3,1,4,1,Xena,0.615672877908599,2.37447194486105,3.00181324987778,0.386994863907112,0.22250076353606,1.21693275215595,L2,Upper
11,26,xensef20120514d-final,AD27,1,3,p3,1,5,1,Xena,0.297404835944006,1.6689249683044,2.78815500535728,0.1744834907625,0.564423505037528,0.764235730829749,L3,Upper
12,26,xensef20120514d-final,AD28,1,3,p3,1,6,1,Xena,0.159722201809388,0.409129477342031,3.92518374091405,0.627395046189279,0.482433551210816,0.758387857251627,L3,Upper
13,26,xensef20120514d-final,AD29,1,3,p3,1,7,1,Xena,0.342975799625383,0.394932836876122,4.19245491754034,1.25454280554604,0.281337283573226,0.265705816766775,L3,Upper
14,26,xensef20120514d-final,AD30,1,3,p3,1,8,1,Xena,0.382830461275416,0.490056091488144,3.09492390808573,0.396542997554248,0.312111889233025,0.21378764727921,L3,Upper
15,26,xensef20120514d-final,AD31,1,3,p3,1,9,1,Xena,0.251705001909438,0.276912191937243,4.2136979618,0.0816051916519811,0.48305671455795,0.295515480437598,L5,Lower
16,26,xensef20120514d-final,AD32,1,3,p3,1,10,1,Xena,0.23230146040238,0.570986593098857,3.92150291262931,0.125122055807777,0.354825384413056,0.5326145804108,L5,Lower
17,26,xensef20120514d-final,AD33,1,3,p3,1,11,1,Xena,0.236409042901,0.704854962026152,2.89015805503628,0.155146782901046,0.240601886041418,0.785758960084513,L5,Lower
18,26,xensef20120514d-final,AD34,1,3,p3,1,12,1,Xena,0.200991683855177,0.500194867714867,3.57478799203664,0.152070980556021,0.268710217177686,1.04248092572034,L5,Lower
19,26,xensef20120514d-final,AD35,1,3,p3,1,13,1,Xena,0.158771306245577,0.545391773869912,2.78431168214946,0.161412359967746,0.18850425803788,0.368268608492203,L6,Lower
20,26,xensef20120514d-final,AD36,1,3,p3,1,14,1,Xena,0.166493192288654,0.461493063720216,3.10031831875983,0.364359137990679,0.0500870211412367,0.508119783789328,L6,Lower
21,26,xensef20120514d-final,AD37,1,3,p3,1,15,1,Xena,0.186000775176165,0.413799688908921,2.24025608656041,0.362375720578971,0.0632990024554396,0.392108177328132,L6,Lower
22,26,xensef20120514d-final,AD38,1,3,p3,1,16,1,Xena,0.159759240443141,0.526411175690209,2.35050237193914,0.529520645083066,0.124109326517904,0.634769417039688,L6,Lower
7,27,xensef20120515c-final,AD23,1,3,p3,1,1,1,Xena,0.381405097352628,0.0962458475778434,0.282276431208157,0.373596626654337,0.0664975431930384,0.122431516670524,L2,Upper
8,27,xensef20120515c-final,AD24,1,3,p3,1,2,1,Xena,0.409072969176001,0.506552711374312,0.524538948775976,0.156161529165657,0.0665710235575836,0.143384258814728,L2,Upper
9,27,xensef20120515c-final,AD25,1,3,p3,1,3,1,Xena,0.473073615997632,0.585714558007026,0.34333098683797,0.0712471063296903,0.0623606494323489,0.320090092709612,L2,Upper
10,27,xensef20120515c-final,AD26,1,3,p3,1,4,1,Xena,0.79426761984117,1.14269038799343,0.459733701659731,0.150497023685974,0.0746542533285581,0.185389577202603,L2,Upper
11,27,xensef20120515c-final,AD27,1,3,p3,1,5,1,Xena,0.883964289915963,1.22008853560985,0.428126370258068,0.538502952411605,0.0752378053787691,0.299609727343135,L3,Upper
12,27,xensef20120515c-final,AD28,1,3,p3,1,6,1,Xena,0.672950075489679,1.26295074450178,0.830816427431596,1.38113935638008,0.388689033844516,0.397355193065193,L3,Upper
13,27,xensef20120515c-final,AD29,1,3,p3,1,7,1,Xena,0.450214761945986,1.64852000945893,1.41490055580243,0.342758226499774,0.485212126335748,0.537693313728573,L3,Upper
14,27,xensef20120515c-final,AD30,1,3,p3,1,8,1,Xena,0.908004273774211,1.09935048827677,0.675215242100842,0.0843474905823886,0.132563541044489,0.348944241893871,L3,Upper
15,27,xensef20120515c-final,AD31,1,3,p3,1,9,1,Xena,1.15287937528768,0.81537260973076,0.93674941235204,0.0997311309443687,0.375135571224097,0.272274109094834,L5,Lower
16,27,xensef20120515c-final,AD32,1,3,p3,1,10,1,Xena,1.29406367488292,0.825841392259913,0.475646355114026,0.140682977685986,0.336284836946338,0.315477715722618,L5,Lower
17,27,xensef20120515c-final,AD33,1,3,p3,1,11,1,Xena,1.11602345846177,0.312300413445984,0.589848978743603,0.115137627130358,0.459484264540781,0.234555165046417,L5,Lower
18,27,xensef20120515c-final,AD34,1,3,p3,1,12,1,Xena,1.65929671410934,0.328968742156678,0.29834378837575,0.170988921640852,0.74849228876279,0.307469894952803,L5,Lower
19,27,xensef20120515c-final,AD35,1,3,p3,1,13,1,Xena,1.42623537715404,0.497512991757414,0.456370296175245,0.167809498046953,0.795810213460634,0.380665996689655,L6,Lower
20,27,xensef20120515c-final,AD36,1,3,p3,1,14,1,Xena,2.07854318883733,0.39966343227488,0.266256154209604,0.226570564088095,0.577713641852113,0.307493307320315,L6,Lower
21,27,xensef20120515c-final,AD37,1,3,p3,1,15,1,Xena,1.50048470207492,0.239887331592734,0.483840638629816,0.273055666447207,0.564364065997041,0.410031115859524,L6,Lower
22,27,xensef20120515c-final,AD38,1,3,p3,1,16,1,Xena,1.53766922125477,0.297520557849212,0.293598584309692,0.211135764120382,0.701897935858963,0.373591634154971,L6,Lower
8,28,xensef20120516c-final,AD24,1,3,p3,1,1,1,Xena,0.0735090548013003,0.0568221665530657,0.0444846478465058,0.296553878105241,0.0387481474870289,0.274957200685697,L2,Upper
9,28,xensef20120516c-final,AD25,1,3,p3,1,2,1,Xena,0.079120524368176,0.081927782103811,0.0721900389483518,0.347603490123395,0.0610183713959852,0.298078523746431,L2,Upper
10,28,xensef20120516c-final,AD26,1,3,p3,1,3,1,Xena,0.0372542305839292,0.0546848614522585,0.0704327279571703,0.0795836199365224,0.116855241628516,0.480697364604177,L2,Upper
11,28,xensef20120516c-final,AD27,1,3,p3,1,4,1,Xena,0.0755102405968467,0.12689808410858,0.083601208714353,0.315697473583362,0.0503068194962084,0.120962030081492,L2,Upper
12,28,xensef20120516c-final,AD28,1,3,p3,1,5,1,Xena,0.107934025418543,0.136560607126185,0.226851995052114,0.159653267995233,0.0417258771767044,0.0763075333740939,L3,Upper
13,28,xensef20120516c-final,AD29,1,3,p3,1,6,1,Xena,0.103382935456296,0.39271293406458,0.307646285966001,0.252264622444446,0.0713796211042751,0.151454255280572,L3,Upper
14,28,xensef20120516c-final,AD30,1,3,p3,1,7,1,Xena,0.187617274907574,0.646521013442721,0.382030829163835,0.389479825021607,0.0678283072768779,0.546025728519874,L3,Upper
15,28,xensef20120516c-final,AD31,1,3,p3,1,8,1,Xena,0.19760558144711,0.463951115464158,0.434087575289037,0.532255961530513,0.0997299015002944,1.17155022753073,L3,Upper
16,28,xensef20120516c-final,AD32,1,3,p3,1,9,1,Xena,0.397752720388758,0.535036194738993,0.767133290309746,0.852188174540476,0.088877902336963,1.19548520615347,L5,Lower
17,28,xensef20120516c-final,AD33,1,3,p3,1,10,1,Xena,0.342783086081697,0.707297058311818,0.939638296773912,0.607237352722491,0.156691235371134,1.17130796700212,L5,Lower
18,28,xensef20120516c-final,AD34,1,3,p3,1,11,1,Xena,0.334798831378772,0.549535644166988,0.691663147279489,0.892926248689919,0.212841467173123,1.7942366653884,L5,Lower
19,28,xensef20120516c-final,AD35,1,3,p3,1,12,1,Xena,0.337792227215903,0.955777457734514,0.867847016510866,0.649271127561647,0.401282764810244,1.90151271115665,L5,Lower
20,28,xensef20120516c-final,AD36,1,3,p3,1,13,1,Xena,0.340902328805698,0.734355216219946,0.487346747245121,1.12009289333118,0.428398494372209,1.30431824550036,L6,Lower
21,28,xensef20120516c-final,AD37,1,3,p3,1,14,1,Xena,0.310769155802984,0.759343321929587,0.386609511518172,0.817920274898213,0.2603862649057,1.18637773202559,L6,Lower
22,28,xensef20120516c-final,AD38,1,3,p3,1,15,1,Xena,0.33101795444907,0.75229363980739,0.348099415079753,1.04260057231919,0.253233715433398,1.14923416816938,L6,Lower
23,28,xensef20120516c-final,AD39,1,3,p3,1,16,1,Xena,0.381535351221222,0.617083587306398,0.548378278174835,0.957502081677709,0.232768675321553,1.19287487129897,L6,Lower
24,28,xensef20120516c-final,AD40,1,3,p3,1,17,1,Xena,0.27809960733234,0.893924934423485,0.466469113607693,1.11250072477372,0.20672753755316,1.08036830808969,L6,Lower
6,29,xensef20120517d-final,AD22,1,3,p3,1,1,1,Xena,0.0013542517384901,0.00580088710726022,0.000999055157853395,0.000564855408742731,0.00176695473862537,0.00296279902626204,L2,Upper
7,29,xensef20120517d-final,AD23,1,3,p3,1,2,1,Xena,0.0455476167559555,0.109349589813944,0.162771741115445,0.200343009241337,0.0186553499749934,0.166081200746481,L2,Upper
8,29,xensef20120517d-final,AD24,1,3,p3,1,3,1,Xena,0.06486904714114,0.291314866180608,0.213715347057799,0.10041079223737,0.0376099575973263,0.0668314675940698,L2,Upper
9,29,xensef20120517d-final,AD25,1,3,p3,1,4,1,Xena,0.0644098895968393,0.245110662911594,0.268024235101772,0.0339966782240432,0.155697078664527,0.05928205829876,L2,Upper
10,29,xensef20120517d-final,AD26,1,3,p3,1,5,1,Xena,0.121710535759248,0.325847555303533,0.163967683417872,0.151572261380255,0.266591692476692,0.121512219675996,L3,Upper
11,29,xensef20120517d-final,AD27,1,3,p3,1,6,1,Xena,0.127360328520011,0.404832425360202,0.112478354307709,0.124505821627963,0.297504234368976,0.128130921211607,L3,Upper
12,29,xensef20120517d-final,AD28,1,3,p3,1,7,1,Xena,0.0956142334350475,0.280773628875108,0.113108839219369,0.14715179193593,0.179771914883055,0.378722959994282,L3,Upper
13,29,xensef20120517d-final,AD29,1,3,p3,1,8,1,Xena,0.0576998828839164,0.230808595043868,0.152473697875412,0.177892959537037,0.125351191326864,0.5034372864601,L3,Upper
14,29,xensef20120517d-final,AD30,1,3,p3,1,9,1,Xena,0.0604440322887643,0.243809012135535,0.229790374560783,0.1106503191549,0.424515565655023,0.737371438462028,L5,Lower
15,29,xensef20120517d-final,AD31,1,3,p3,1,10,1,Xena,0.0487015668757653,0.151205495941326,0.149136241926956,0.28583606463827,0.418934684164749,0.520455060952624,L5,Lower
16,29,xensef20120517d-final,AD32,1,3,p3,1,11,1,Xena,0.0734959851547252,0.222083619129348,0.261799877906039,0.268887175461359,0.421594471813537,0.501417784154129,L5,Lower
17,29,xensef20120517d-final,AD33,1,3,p3,1,12,1,Xena,0.219265681069495,0.249202828402436,0.350919453776244,0.277776084308115,0.438247598165195,0.460254721849619,L5,Lower
18,29,xensef20120517d-final,AD34,1,3,p3,1,13,1,Xena,0.246713518009716,0.196761332363092,0.135469280886934,0.545370774531541,0.555701725980284,0.332855443608158,L6,Lower
19,29,xensef20120517d-final,AD35,1,3,p3,1,14,1,Xena,0.227072146748062,0.115208345125804,0.438553187381717,0.381089898897307,0.539970171024815,0.645241272095781,L6,Lower
20,29,xensef20120517d-final,AD36,1,3,p3,1,15,1,Xena,0.200010793472339,0.166349697069576,0.157081644644538,0.591208311149313,0.208770604451227,0.527626472960372,L6,Lower
21,29,xensef20120517d-final,AD37,1,3,p3,1,16,1,Xena,0.112203127194223,0.286261290179208,0.408158179139897,0.397585980651209,0.300770092844176,0.519943332973,L6,Lower
